Date,Open,High,Low,Close,Adj Close,Volume
2020-02-10,2140.899902,2167.000000,2119.000000,2161.949951,2135.188232,2383032
2020-02-11,2163.000000,2174.800049,2147.600098,2153.399902,2126.744141,1335820
2020-02-12,2151.100098,2185.000000,2150.000000,2170.750000,2143.879150,1620407
2020-02-13,2172.949951,2197.000000,2171.000000,2191.949951,2164.816895,1645948
2020-02-14,2188.000000,2212.000000,2171.000000,2184.199951,2157.162842,1500115
2020-02-17,2196.949951,2217.000000,2190.199951,2203.250000,2175.977051,1774724
2020-02-18,2199.949951,2221.000000,2186.050049,2215.750000,2188.322266,2486223
2020-02-19,2215.750000,2230.000000,2190.500000,2196.350098,2169.162598,1760463
2020-02-20,2204.500000,2214.399902,2151.250000,2156.800049,2130.102295,2317278
2020-02-24,2156.000000,2178.949951,2106.699951,2115.350098,2089.165283,3092877
2020-02-25,2115.500000,2176.649902,2111.000000,2156.149902,2129.459961,2674567
2020-02-26,2154.000000,2163.899902,2112.949951,2123.600098,2097.312988,2686842
2020-02-27,2119.949951,2119.949951,2086.199951,2105.500000,2079.437256,2349001
2020-02-28,2068.000000,2069.500000,1990.000000,2000.150024,1975.391113,4298076
2020-03-02,2035.000000,2053.949951,1985.699951,2001.300049,1976.526978,2667076
2020-03-03,2020.000000,2060.000000,2012.000000,2036.199951,2010.994873,2757585
2020-03-04,2056.000000,2094.449951,2025.000000,2083.199951,2057.413086,3237002
2020-03-05,2085.699951,2147.750000,2084.050049,2125.050049,2098.745117,3937056
2020-03-06,2098.000000,2123.649902,2071.600098,2116.449951,2090.251465,2595027
2020-03-09,2075.000000,2079.899902,1935.000000,1972.349976,1947.935303,4940975
2020-03-11,1933.000000,1987.300049,1920.000000,1953.699951,1929.515991,6796449
2020-03-12,1904.000000,1908.400024,1758.349976,1769.849976,1747.942017,8728786
2020-03-13,1687.900024,1820.000000,1506.050049,1806.300049,1783.940796,8029720
2020-03-16,1755.000000,1842.250000,1675.849976,1696.400024,1675.401123,7844271
2020-03-17,1730.000000,1731.000000,1623.150024,1658.000000,1637.476563,5713248
2020-03-18,1676.800049,1713.550049,1627.750000,1654.400024,1633.921021,7258778
2020-03-19,1559.699951,1685.449951,1546.750000,1636.349976,1627.902344,5135111
2020-03-20,1630.000000,1869.000000,1627.000000,1797.449951,1788.170654,8547498
2020-03-23,1620.000000,1750.000000,1617.750000,1669.699951,1661.080078,7003490
2020-03-24,1653.050049,1770.000000,1632.849976,1703.150024,1694.357544,6350865
2020-03-25,1700.000000,1810.000000,1680.000000,1750.300049,1741.264160,2765520
2020-03-26,1831.599976,1832.050049,1722.550049,1790.949951,1781.704102,4556067
2020-03-27,1820.000000,1850.000000,1750.400024,1824.500000,1815.080933,4331250
